name,code,address,state,off_ph_no,off_ph_no_2,fax_no,email,website,gender,res_type,aff_type,is_icse,is_isc,is_cve,princi_name
S.J.R. Kengeri Public School,KA142,"Ca Site No. 19, 3Rd Main Road Kengeri Satellite Town BENGALURU-560 060",KARNATAKA,08028484675,08028482882,08028482882,sjrkps@gmail.com,ka142cisce.org,Co-ed.,Day,Permanent,True,False,False,Vanamala Nagendra
Ryan International School,KA143,"No. 2, Vederapura Village Gentiganahalli Yelahanka BENGALURU-560 063",KARNATAKA,08065709795,08065709796,,ris.blr2@ryangroup.org,ka143cisce.org,Co-ed.,Day,Permanent,True,False,False,P. Lakshmi Priya
Don Bosco School,KA144,P.B. No. 64 N.H. 4 Road Kelagote Chitradurga-577 501,KARNATAKA,08194234804,08194234627,,head@ka144cisce.org,ka144cisce.org,Co-ed.,Day,Permanent,True,False,False,Chalissery Paul
St. Vincent Pallotti School,KA145,Babusahib Palya BENGALURU-560 043,KARNATAKA,08025603768,08049535226,08049535225,head@KA145cisce.org,ka145cisce.org,Co-ed.,Day,Permanent,True,True,False,Paul D'souza
New Baldwin International Residential School,KA146,Survey No. 128/P 14 & 182 Mandoor-Boodigere Road BENGALURU-560 049,KARNATAKA,08045544554,08025559001,25559145,prashantha.nbirs@gmail.com,ka146cisce.org,Co-ed.,,Permanent,True,False,False,Prashantha .k
Sapthagiri Public School,KA147,Koppal Road Vaddarahatti Gangavathi Koppal-583 227,KARNATAKA,9900081097,9591998960,,veerabrahmam.v@varsitymgmt.com,ka147cisce.org,Co-ed.,Day,Permanent,True,False,False,K.v.n.m.k. Nair
Mgschool For Excellence,KA148,171 Someshwara Temple Road Bilekahalli Bannerghatta Road BENGALURU-560 076,KARNATAKA,08026485985,08026484844,08026586004,head@ka148cisce.org,ka148cisce.org,Co-ed.,Day,Permanent,True,True,False,Jean George
B.m. English School,KA149,"35 A, 36/3 A, Ksonnappanahalli BENGALURU BENGALURU-562 149",KARNATAKA,08025547030,09108290978,08025568084,head@ka149cisce.org,ka149cisce.org,Co-ed.,Day,Permanent,True,False,False,Rajesh Subramanyam
Bhageerathi Bai Narayana Rao Maanay Public School,KA150,"Post Box No. 7087, 12th Main Road 27th Cross, Banashankari Ii Stage BENGALURU BENGALURU-560 070",KARNATAKA,08026714440,08026713243,08026714444,bnm.schools@yahoo.com,ka150cisce.org,Co-ed.,Day,Provisional,True,False,False,Colette E. Joseph
Gnana Jyothi School,KA151,"Nh 4, M.I.T.C. Colony V. Guttahalli Mulbagal Kolar-563 131",KARNATAKA,09242613860,09449218508,,head@ka151cisce.org,ka151cisce.org,Co-ed.,Day,Permanent,True,False,False,Manjula C. R.
Sarvodaya National Public School,KA152,"No. 12, 10th Main, Binny Layout Nagarabhavi Road Vijayanagar BENGALURU-560 040",KARNATAKA,08023303772,0802350790,08023303372,sarvodaya.nps@gmail.com,ka152cisce.org,Co-ed.,Day,Permanent,True,True,False,Harini G Ariga
Greenwood High,KA153,"No. 8 - 14, Chickkwadayura Pura Heggondahalli, Gunjur Post Varthur Via BENGALURU-560 087",KARNATAKA,08027822888,08022010500,,principal@greenwoodhigh.edu.in,ka153cisce.org,Co-ed.,Day,Permanent,True,True,False,Aloysius D Mello
Kanva Public School,KA154,"Kanva Nagar, Dhanoji Palya Arashina Kunte Dhakale Nelamangala BENGALURU-562 123",KARNATAKA,08027700275,,,kanvapublicschool@yahoo.com,ka154cisce.org,Co-ed.,Day,Permanent,True,False,False,G V L N Sarma
Mitra Academy,KA155,"7 / 1, 2nd Main Arakere BENGALURU BENGALURU-560 076",KARNATAKA,08041107545,08026482386,08041107974,head@ka155cisce.org,ka155cisce.org,Co-ed.,Day,Permanent,True,False,False,V. Savithri
Primus Public School,KA156,Chikanayakanahalli Sarjapur Road BENGALURU-560 035,KARNATAKA,08024741450,08024741452,08025741451,principal@primusschool.com,ka156cisce.org,Co-ed.,Day,Provisional,True,False,False,Anuradha Krishnan
Shantiniketan Trust School,KA157,"No. 70, Bilekahalli BENGALURU BENGALURU-560 076",KARNATAKA,08026484165,08026484762,,head@ka157cisce.org,ka157cisce.org,Co-ed.,Day,Permanent,True,False,False,Vidhya Rajeshkannan
Inventure Academy,KA158,Whitefield - Sarjapur Road Near Dommasandra Circle Chikkavaderpura BENGALURU-562 125,KARNATAKA,08027802605,08027822102,08027822223,head@ka158cisce.org,ka158cisce.org,Co-ed.,Day,Permanent,True,True,False,Meenakshi Myer
Varin International Residential School,KA159,"Doddahosur Kunigal Road, Gulur Post Tumkur-572 118",KARNATAKA,09900042031,09880848973,,virs_tumkur@rediffmail.com,ka159cisce.org,Co-ed.,D/R,Permanent,True,False,False,Dita D. Menon
St. Mary's Public School,KA160,"No. 1, T. Dasarahalli Banglore BENGALURU-560 057",KARNATAKA,08022791074,08028392711,08028392711,sln_smc@yahoo.co.in,ka160cisce.org,Co-ed.,Day,Permanent,True,False,False,T. N. Chandra
Basavarajeswari Public School & College,KA161,"No. 890 B, Patel Nagar Ananthapur Road Bellary-583 101",KARNATAKA,08392261190,08392261191,08392261192,head@ka161cisce.org,ka161cisce.org,Co-ed.,Day,Permanent,True,False,False,Anil Kumar J.
Ebenezer International School,KA162,Via Huskur Road/Apmc Yard (After Singena Agrahara Road) Electronic City BENGALURU-560 099,KARNATAKA,08027848222,08027848223,08027848225,info@eisbangalore.com,ka162cisce.org,Co-ed.,D/R,Permanent,True,True,False,Surjeet Singh
Christ Academy I.c.s.e. School,KA163,"Hullahalli, Sakkalwara Post Begur - Koppa Road BENGALURU BENGALURU-560 083",KARNATAKA,09448204411,09972222400,,head@ka163cisce.org,ka163cisce.org,Co-ed.,Day,Permanent,True,True,False,Joice Elavathingal C.m.i.
Chinmaya Vidyalaya,KA164,"No. 31, 15Th Main, Iv Block Koramangala BENGALURU-560 034",KARNATAKA,08025538341,08025525287,25525287,principalcvk@gmail.com,ka164cisce.org,Co-ed.,Day,Permanent,True,True,False,Saroja Sridharan
St. Philomena's Public School,KA165,Sarjapura Attibele Main Road Anekal Taluk BENGALURU-562 125,KARNATAKA,7204240640,,08027823132,head@ka165cisce.org,ka165cisce.org,Co-ed.,Day,Provisional,True,False,False,Kavitha M K
Shanti Dhama English Higher Primary School,KA166,Sunkadakatte Magadi Main Road BENGALURU-560 091,KARNATAKA,08023484244,08023286867,08023585244,head@ka166cisce.org,ka166cisce.org,Co-ed.,Day,Permanent,True,False,False,Anila Jayakumar
Cauvery Primary & High School,KA167,"No. 2387/1, 'E' Block Sahakarnagar BENGALURU-560 092",KARNATAKA,08023535678,,,cauverypublicschool@gmail.com,ka167cisce.org,Co-ed.,Day,Provisional,True,False,False,Ravindra Kumar V.r.
Kroot Memorial School,KA168,Old Madras Road Hoskote BENGALURU BENGALURU-562 114,KARNATAKA,08027900192,08027932993,08027930488,krootmemorialschool@gmail.com,ka168cisce.org,Co-ed.,Day,Permanent,True,False,False,Lilly Lilly
Martin Luther English School,KA169,"15Th Main, Nagendra Block Girinagar Extn. BSK III stage BENGALURU-560 050",KARNATAKA,08026729030,08026420970,08026426222,martinlutherenglishschool50@gmail.com,ka169cisce.org,Co-ed.,Day,Permanent,True,False,False,Sudha Prasanna
Mc' Nay Doon's Public School,KA170,Near Goutham College Of Pharmacy Sulthan Palya R.T. Nagar Post BENGALURU-560 032,KARNATAKA,08023639735,,08023334550,doons.macnay@gmail.com,ka170cisce.org,Co-ed.,Day,Permanent,True,False,False,Janet Isabella
St. Francis Icse School,KA171,Balarapatna Ramasamundra Chamarajanagar Chamrajanagar-571 342,KARNATAKA,08226224715,,,sfescnr@gmail.com,ka171cisce.org,Co-ed.,Day,Permanent,True,False,False,Mikkili Chinababu
Parivarthan Gurukul Heritage English Medium School,KA172,Akshay Nagar (Gokul Road) Hubli Dharwad-580 030,KARNATAKA,09449596641,09902281922,08362237205,admin@parivarthangurukul.com,ka172cisce.org,Co-ed.,Day,Permanent,True,True,False,Rajeshwari U Hiremath
Vinayaka Public School,KA173,"1St Main, Vinayakanagar Bagalur Cross, I.A.F. Post Yelahanka BENGALURU-560 063",KARNATAKA,08028478544,08032484050,08028478544,vpsyelahanka@yahoo.co.in,ka173cisce.org,Co-ed.,Day,Provisional,True,False,False,Girija A. Rao
R.V.S.R. Central School,KA174,Survey No. 57 / A Marlanahalli Gangavathi Taluk Koppal-583 229,KARNATAKA,08533283128,08533283127,08533283127,head@ka174cisce.org,ka174cisce.org,Co-ed.,,Permanent,True,False,False,K. S. Gurumath
St. Michael's High School,KA175,Geddalahalli Kothanur P.O. BENGALURU-560 077,KARNATAKA,08028465281,08065972990,08028465281,head@ka175cisce.org,ka175cisce.org,Co-ed.,Day,Permanent,True,False,False,Chandra Prabha
Bangalore International Public School,KA176,"No. 58 / 2, Subramanyapura Main Road Chikkalasandra BENGALURU BENGALURU-560 061",KARNATAKA,08026664446,08026665526,08026665526,head@ka176cisce.org,ka176cisce.org,Co-ed.,Day,Permanent,True,False,False,Anthony Raj A
Pupil Tree School,KA177,5th K M Stone Talur Road Bellary-583 101,KARNATAKA,08392651433,,,principal@pupiltreeschool.com,ka177cisce.org,Co-ed.,Day,Permanent,True,False,False,Sucharita Sriram
Patel Public School,KA178,"Kariyammana Agrahara, Near Outer Ring Road Opp. New Horizon College Bellandur Post BENGALURU-560 103",KARNATAKA,08065580003,,08028440553,patelpublicschool@yahoo.co.in,ka178cisce.org,Co-ed.,Day,Permanent,True,False,False,Pandit Shivaputra Khot
Sri R.V. School,KA179,"R. V. Garden, P. C. Hally Nh - 4, Bypass Kolar-563 101",KARNATAKA,9972512504,,,srirvschool_12@yahoo.in,ka179cisce.org,Co-ed.,Day,Permanent,True,False,False,Vedavathi V.
Lorven Public School,KA180,"No. 84 / 1, Chandapura Anekal Road BENGALURU BENGALURU-560 081",KARNATAKA,0802783370,0807835431,08027832886,info@lorven.org,ka180cisce.org,Co-ed.,Day,Permanent,True,False,False,Swapna Luther
Outreach School,KA181,"24/1-1, B.T.S. Road Wilson Garden Extn. BENGALURU-560 027",KARNATAKA,08041506103,08041633655,08041506103,outreachschool@gmail.com,ka181cisce.org,Co-ed.,Day,Permanent,True,False,False,Kirti Senger
Venus International Public School,KA182,"19/A, 19 B/2, K.B. Temple Street 6Th Block, Rajajinagar BENGALURU-560 010",KARNATAKA,08065354403,09880003920,08023118723,vis_school@rediffmail.com,ka182cisce.org,Co-ed.,Day,Provisional,True,False,False,Usha Bhat
Anantha International School,KA183,Ananthasadana Laxmipura Arsikere Hassan-573 103,KARNATAKA,08174233384,08174233339,08174231885,head@ka183cisce.org,ka183cisce.org,Co-ed.,Day,Provisional,True,False,False,Vishwanath B. Koliwada
Adhyayan School,KA184,"CA - 02, Adishakthi Road Shakthinagar Mysore-570 029",KARNATAKA,08212476147,09342241211,08212476147,adhyayanvvn2000@gmail.com,ka184cisce.org,Co-ed.,Day,Provisional,True,False,False,Principal
California Public School,KA185,"134, Vishwabharathi Campus Magadi Road Kamakshipalya BENGALURU-560 079",KARNATAKA,08023488623,,08023284817,californiapublic@gmail.com,ka185cisce.org,Co-ed.,Day,Permanent,True,False,False,Vandana N.h.
Holy Spirit School,KA186,Kalena Agrahara Bannerghatta Road S.O.S. Post BENGALURU-560 076,KARNATAKA,08026493037,,,holyspiritschoolb@gmail.com,ka186cisce.org,Co-ed.,Day,Permanent,True,False,False,Theresa Rebello
Vijayashree Public School,KA187,Opposite Mei Layout Mallasandra BENGALURU-560 057,KARNATAKA,08028399899,,08028399899,nischays@ymail.com,ka187cisce.org,Co-ed.,Day,Permanent,True,False,False,Shashirekha N. Gowda
Infant Jesus Cottage School,KA188,Krishnarajpet Mandya-571 426,KARNATAKA,08212511045,09880181815,,jesuscottage@ymail.com,ka188cisce.org,Co-ed.,Day,Provisional,True,False,False,Fr. Thomas Chinnappa
Sharath Memorial School,KA189,Kempegowda Circle Magadi Road Ramanagaram Bangalore Rural-571 511,KARNATAKA,08027274758,9844775899,,head@ka189cisce.org,ka189cisce.org,Co-ed.,Day,Provisional,True,False,False,Raja Gopal
St. Mary's Convent School,KA190,"Begur - Koppa Road, Hommadevanahalli Gottigere (post) BENGALURU BENGALURU-560 083",KARNATAKA,08025781059,,,stmarysbegur@gmail.com,ka190cisce.org,Co-ed.,Day,Permanent,True,False,False,Mariella C.j.
Akshara Residential School,KA191,Kalenahalli Cross P.B. No. 09 Shikaripura Shimoga-577 427,KARNATAKA,08187290279,08187290810,08187222179,aksharacisce@gmail.com,ka191cisce.org,Co-ed.,,Permanent,True,False,False,Nagaraj Gonal
Holy Saint High School,KA192,"No. 424, 5Th Cross Vii Block (West) Jayanagar BENGALURU-560 082",KARNATAKA,08026766903,08026769484,08026764495,preethijose2000@yahoo.com,ka192cisce.org,Co-ed.,Day,Permanent,True,False,False,Ashwini James
Vasavi Vidya Peetha,KA193,Kalya Gate Bangalore Rural-562 120,KARNATAKA,0807745910,,,vasavieducation@rediffmail.com,ka193cisce.org,Co-ed.,Day,Provisional,True,False,False,Vasantha Kumara D.c.
Lawrence High School,KA194,"9th Main, VI Sector H. S. R. Layout BENGALURU BENGALURU-560 102",KARNATAKA,08025722777,09845760764,08025722777,lawrence.school.icse@gmail.com,ka194cisce.org,Co-ed.,Day,Permanent,True,False,False,Sujata Nagaraj
Green Country Public School,KA195,"No. 414, Survey No. 106/7 Bellary Road, N.H. 7 Ambruthahalli BENGALURU-560 092",KARNATAKA,08023534259,08023432549,08023636776,gcps2000@yahoo.co.in,ka195cisce.org,Co-ed.,Day,Provisional,True,False,False,Allan Mathew
Silicon Valley School,KA196,"#1, Vidyasagar Layout, Kembathhalli Road Gottigere, Near Water Tank, Off. Bannerghatta Road BENGALURU-560 083",KARNATAKA,08022720810,9845966143,08040969080,head@ka196cisce.org,ka196cisce.org,Co-ed.,Day,Permanent,True,False,False,Mary George Paul
St. Francis de Sales Public School,KA197,Hebbagodi Huskur Gate BENGALURU BENGALURU-560 100,KARNATAKA,08027831451,09481402204,08027833771,sfsicse@gmail.com,ka197cisce.org,Co-ed.,Day,Permanent,True,True,False,Johnson A.
S.G.M. Public School,KA198,"Muneshwara Block, Mysore Road Avalahalli, G. E. F. Post BENGALURU BENGALURU-560 026",KARNATAKA,08025905944,08026746310,08026750095,info@sgmpublicschool.co.in,ka198cisce.org,Co-ed.,Day,Permanent,True,False,False,Shakila R
Santhome Public School,KA199,"Kyatamgere, Bannur Road Kiragandur (P.O.) Mandya-571 403",KARNATAKA,08232219124,08232220200,,head@ka199cisce.org,ka199cisce.org,Co-ed.,Day,Permanent,True,False,False,Jiby Antony
Vibgyor High,KA200,"58/1, Thubarahalli, Whitefield Road Behind Shriram Samrudhi Apartments Varthur (Marathahalli) BENGALURU-560 066",KARNATAKA,08033725600,08042777000,,principal.vh15102@vibgyorhigh.com,ka200cisce.org,Co-ed.,Day,Permanent,True,True,False,Roshan Marcel Dsouza
Gnanodaya Public School,KA201,"#413/4, Belawadi Naguvanahalli Post Srirangapatna Taluk Mandya-571 438",KARNATAKA,08236292692,08236292694,,gnanodayapublicschool@yahoo.co.in,ka201cisce.org,Co-ed.,,Permanent,True,False,False,Sathi Devi
Silicon Valley School,KA202,"'c' Block, Sahakaranagar BENGALURU BENGALURU-560 092",KARNATAKA,08023637260,09343469226,08023637260,gopalanrajeswari@gmail.com,ka202cisce.org,Co-ed.,,Permanent,True,False,False,Rajeshwari Gopalan
Shanti Niketan Public School,KA203,J.P. Nagar Hospet Bellary-583 201,KARNATAKA,08394265887,,08394265887,goodmorninghospet@gmail.com,ka203cisce.org,Co-ed.,Day,Permanent,True,False,False,Appala Shobhavathi
St. Dominic's School,KA204,Chikkalasandra Subramanyapura Post BENGALURU BENGALURU-560 061,KARNATAKA,08026394233,,08026394233,staff@ka204cisce.org,ka204cisce.org,Co-ed.,Day,Permanent,True,False,False,P. Esther Prema
Lady Vailankanni English School,KA205,Varthur Behind Vinayaka Theatre BENGALURU-560 087,KARNATAKA,08028538201,08025969179,08028539208,ladyvailankanni@yahoo.com,ka205cisce.org,Co-ed.,Day,Permanent,True,False,False,Paramita Chaudhuri
Nazareth School,KA206,Banakal Post Mudigere Taluk Chikmagalur Chickmagalur-577 113,KARNATAKA,08263216226,,08263232218,nazarethbanakal@gmail.com,ka206cisce.org,Co-ed.,Day,Permanent,True,False,False,Elizabeth Jayarani
Kenneth George English School,KA207,"#57, 7th Cross, Shri Bhuvaneshwari Nagar Coffee Board Layout Kempapura BENGALURU-560 024",KARNATAKA,08022331329,,08022331329,head@ka207cisce.org,ka207cisce.org,Co-ed.,Day,Permanent,True,False,False,Johnson Yesudas
Ryan International School,KA208,Survey No. 13 Opp. Confident Cascade Bannerghatta BENGALURU-560 083,KARNATAKA,08027828213,08027828214,08027828213,selvseb@gmail.com,ka208cisce.org,Co-ed.,Day,Permanent,True,False,False,Preethi Seth
Dnyan Prabodhan Mandir,KA209,"438/13, Jaitan Mal Near Ashok Iron Plant - I, Piranwadi Udyambag Belgaum-590 008",KARNATAKA,08316512280,08316512281,,dnyanprabodhanm@gmail.com,ka209cisce.org,Co-ed.,Day,Provisional,True,False,False,Jyoti A. Patil
Aradhana School,KA210,"I.I.M. Post, Arekere Bannerghatta Road BENGALURU-560 076",KARNATAKA,08026585781,,,aradhanaicseschool@hotmail.com,ka210cisce.org,Co-ed.,Day,Permanent,True,False,False,Moly Parayil A.s.c.
Amarajyothi English Primary School,KA211,Devasandra Krishnarajapuram BENGALURU-560 036,KARNATAKA,08025613555,,,amarjyothi@msn.com,ka211cisce.org,Co-ed.,Day,Provisional,True,False,False,Sai Kumari B.
V. E. S. Model Convent,KA212,"No. 63, Old Survey. No. 195/196 Magadi Main Road Bangalore South Taluk BENGALURU-562 130",KARNATAKA,08028434407,08028430305,08028430305,vesmodelconvent@gmail.com,ka212cisce.org,Co-ed.,Day,Permanent,True,True,False,L Satya Narayana Sastry
St. Mary's International School,KA213,Undedasarahalli Uppalli Village Indavara Post Chickmagalur-577 101,KARNATAKA,08262201122,08262320654,,head@ka213cisce.org,ka213cisce.org,Co-ed.,D/R,Permanent,True,True,False,. Sam Daniel
Triveni Public School,KA214,"S. No. 39, Hesaraghatta Main Road Nagasandra P.o. Bagalagunte BENGALURU-560 073",KARNATAKA,08023721148,08028397648,08023721148,head@ka214cisce.org,ka214cisce.org,Co-ed.,Day,Permanent,True,False,False,Shanthi V.
Gem International Residential School,KA215,"Yerragunte Village, Bevinahalli Gramapanchayat Thondebhavi Hobli Gauribidanur Taluk Chikballapur-561 213",KARNATAKA,08155289752,08155289753,08022103255,principal@girs.in,ka215cisce.org,Co-ed.,,Permanent,True,True,False,Shabnam Desai
Gopalan International School,KA216,"Hoodi Village, K.r. Puram Hobli Whitefield Road BENGALURU BENGALURU-560 048",KARNATAKA,08040936034,08042184340,,head@ka216cisce.org,ka216cisce.org,Co-ed.,Day,Permanent,True,False,False,Madhu Narayan
Gopalan National School,KA217,"Plot No. 13, Doddenakundi Ii Phase Brookefield Road BENGALURU-560 048",KARNATAKA,08041554091,080655995703,08041157829,head@ka217cisce.org,ka217cisce.org,Co-ed.,Day,Permanent,True,False,False,Deepti Singh
Christ International School,KA218,Alambady Kolar-563 160,KARNATAKA,08151238778,08151238779,,christinternationalschool@gmail.com,ka218cisce.org,Co-ed.,Day,Permanent,True,False,False,Joby George Paliyath
Rainbow Residential Public School,KA219,"P.B. No. 63, N.H.-4, P.B. Road Kamadod Ranebennur Haveri-581 115",KARNATAKA,08453005046,9922956788,000000000000,rainbow_rnr@yahoo.com,ka219cisce.org,Co-ed.,,Permanent,True,False,False,Ramesh A Yaragatti
Jubilee International Public School,KA220,"No. 14/1, 3Rd Main Papareddy Palya Nagarabhavi 2nd Stage BENGALURU-560 072",KARNATAKA,08023182191,,,kavithabv2000@yahoo.co.in,ka220cisce.org,Co-ed.,Day,Permanent,True,False,False,B. V. Kavitha
Green Valley English School,KA221,"Chunchaghatta Main Road Konanakunte, Kanakapura Road BENGALURU-560 062",KARNATAKA,9743455552,9743455551,08026320293,head@ka221cisce.org,ka221cisce.org,Co-ed.,Day,Provisional,True,False,False,Sandesh C
Sri Krishna International School,KA222,"No. 2 (P), I.T.I. Layout B.S.K. Iii Stage BENGALURU-560 085",KARNATAKA,08026690799,,,srikrishnainternationals@yahoo.com,ka222cisce.org,Co-ed.,Day,Permanent,True,False,False,Shanthala Ravishankar
A.C. School,KA223,Mes Ring Road Jalahalli BENGALURU-560 013,KARNATAKA,08023452133,08028383180,,head@ka223cisce.org,ka223cisce.org,Co-ed.,Day,Permanent,True,False,False,Fr. Benny Mathew C.
St. Francis School,KA224,Begur Road Hongasandra BENGALURU BENGALURU-560 068,KARNATAKA,08025731347,8618300067,08025731347,stfrancis_2003@yahoo.com,ka224cisce.org,Co-ed.,Day,Permanent,True,False,False,Cletus Nerattupara
Nazareth School,KA225,Old Chandapura Hosur Main Road Anekal Taluk BENGALURU-560 081,KARNATAKA,09242641178,,,head@ka225cisce.org,ka225cisce.org,Co-ed.,Day,Permanent,True,False,False,Hilda Lobo
Sri Taralabalu School,KA226,Anubhavamantapa P.B. No. 303 Davangere-577 004,KARNATAKA,08192222270,08192220017,08192222270,icseprincipal@yahoo.in,ka226cisce.org,Co-ed.,Day,Permanent,True,False,False,Mahantesh R. Kammar
