name,state,city,address,city_location,latitude,longitude
KENDRIYA VIDYALAYA,WEST BENGAL,BHUBANESWAR,I I T KHARAGPUR DISTT MIDNAPUR WEST BENGAL,"(20.27, 85.84)",20.349099,85.822241
DELLMOND INTERNATIONAL SCHOOL,UTTAR PRADESH,DEHRADUN,"DEHRADUN ROAD, NEAR FATEHPUR THANA VILLAGE FATEHPUR","(30.345, 78.029)",30.375377,78.003461
SARASWATI PARADISE INTERNATIONAL PUBLIC SCHOOL,HIMACHAL PRADESH,PANCHKULA,H.B. COLONY SANJAULI(SHIMLA),"(30.74, 76.8)",30.82325,76.708156
S. V. INTERNATIONAL SCHOOL,HARYANA,PANCHKULA,"GARHI SAMPLA,DISTRICT ROHTAK","(30.74, 76.8)",30.813477,76.711565
RACHANA SCHOOL,GUJARAT,AJMER,SHAHIBAG AHMEDABAD GUJARAT,"(26.4499, 74.6399)",26.452376,74.658927
MNEMONIC CONVENT SCHOOL,UTTARAKHAND,DEHRADUN,VILL PADAM PUR PADALIYA LAMACHAURU HALDWANI NAINITAL UTTRANCHAL,"(30.345, 78.029)",30.382945,77.969025
GOVT SEC SCHOOL,SIKKIM,GUWAHATI,LINGMO KOLTHANG VIA- SINGTAM SOUTH SIKKIM,"(26.1722, 91.7458)",26.088924,91.728782
DELHI PUBLIC SCHOOL,JAMMU & KASHMIR,PANCHKULA,"P.O.MURADPUR, DISTT RAJOURI, JAMMU & KASHMIR","(30.74, 76.8)",30.751178,76.701935
GOVT SR SEC SCHOOL,ANDAMAN & NICOBAR,CHENNAI,RAMKRISHNAPUR  POST VIA HUTBAY LITTLE ANDAMAN A & N ISLANDS,"(13.0825, 80.275)",13.10579,80.348967
R S EXCEL ENGLISH ACADEMY,UTTAR PRADESH,ALLAHABAD,"MAHPUR, PAKKA TALAB, FATEHPUR","(25.4358, 81.8463)",25.445479,81.773914
R.D. INTERNATIONAL ACADEMY,UTTAR PRADESH,DEHRADUN,"NEAR BUS STAND,TALHERI BUZURG, DEOBAND SAHARANPUR, U.P.","(30.345, 78.029)",30.249942,78.026998
R N P PUBLIC SCHOOL,BIHAR,PATNA,"MIRCHAIYA TOAL, DAULATGANJ, PS-BHAGWANPUR BAZAR, SARAN (CHAPRA)","(25.6, 85.1)",25.529232,85.043784
VIMLA PANDEY MEMORIAL GYAN NIKETAN,JHARKHAND,PATNA,SCHOOL BAIRIA DALTONGANJ PALAMU JHARKHAND,"(25.6, 85.1)",25.610071,85.16636
JAORA PUBLIC SCHOOL,MADHYA PRADESH,AJMER,RATLAM ROAD JAORA MADHYA PRADESH,"(26.4499, 74.6399)",26.396947,74.553883
GOLDEN ERA SCHOOL,PUNJAB,PANCHKULA,"BHADSON-PATIALA ROAD, VILLAGE DITTUPUR JATTAN, NABHA PATIALA","(30.74, 76.8)",30.815226,76.715502
ARMY PUBLIC SCHOOL,PUNJAB,PANCHKULA,MAMMAN CANTT PATHANKOT DISTT PATHANKOT PUNJAB,"(30.74, 76.8)",30.723466,76.89421
SRI CHAITANYA TECHNO SCHOOL,KARNATAKA,CHENNAI,OPPOSITE TO ISKON TEMPLE KRISHNAGIRI HILLS ASHAPUR ROAD RAICHUR 584101,"(13.0825, 80.275)",13.168928,80.178403
DR SAIF-UD-DIN KITCHLU MEMORIAL PUBLIC SCHOOL,PUNJAB,PANCHKULA,FCI ROAD OPP BHAG CINEMA MOGA PUNJAB,"(30.74, 76.8)",30.656342,76.725188
KENDRIYA VIDYALYA,UTTAR PRADESH,ALLAHABAD,COURT AREA P.O. KACHDHARI DISTT BASTI UTTAR PRADESH,"(25.4358, 81.8463)",25.438194,81.831584
SANTHAGIRI VIDYA BHAVAN,KERALA,TRIVANDRUM,EMUPS POTHENCODE VENJARAMOOD VIA. TRIVANDRUM KERALA,"(8.5241, 76.9366)",8.512526,76.96538
NARAYANA VIDYALAYAM,MAHARASHTRA,CHENNAI,GHUGGUS ROAD AT PADOLI CHANDRAPUR MAHARASHTRA,"(13.0825, 80.275)",13.120696,80.372589
GOVT HR SEC SCHOOL,ARUNACHAL PRADESH,GUWAHATI,"PONGCHAU, PO/PS PONGCHAU, DIST. LONGDING, ARUNACHAL PRADESH","(26.1722, 91.7458)",26.107884,91.654309
D A V CENTENARY PUBLIC SCHOOL,HARYANA,PANCHKULA,SECTOR XI-XII PHASE II HUDA PANIPAT HARYANA,"(30.74, 76.8)",30.83468,76.705111
SARVODAYA BAL VIDYALAYA,DELHI,DELHI,"LALITA BLOCK, SHASTRI NAGAR, DELHI-110052","(28.61, 77.23)",28.561703,77.305385
APPEJAY SCHOOL,DELHI,DELHI,"SAINIK VIHAR ROAD NO 42 PITAM PURA, DISTT NORTH WEST DELHI, DELHI","(28.61, 77.23)",28.612582,77.170791
SACRED HEART HIGHER SECONDARY SCHOOL,UTTAR PRADESH,ALLAHABAD,"GAURA BARICK CHAWANI, CANTT ROAD PARGANA KHAIRABAD","(25.4358, 81.8463)",25.375418,81.749656
GURUKUL ACADEMY,MADHYA PRADESH,AJMER,VILLAGE TILLORE KHURD TEHSIL AND DISTT INDORE (MP),"(26.4499, 74.6399)",26.460563,74.698263
ST. JOSEPH'S SENIOR SECONDARY SCHOOL,CHATTISGARH,BHUBANESWAR,"JOSEPH'S TOWN, AMLIDHIHI, RAVIGRAM P.O., DISTT RAIPUR, CHHATTISGARH","(20.27, 85.84)",20.285172,85.87762
BAKSHI'S SPRINGDALES SEC SCHOOL,RAJASTHAN,AJMER,DEOLI ARAR ROAD BORKHERA  KOTA RAJASTHAN,"(26.4499, 74.6399)",26.504367,74.645484
BUDDHA EDUCATION CENTRE,KERALA,TRIVANDRUM,MUTHUKULAM NORTH CHEPPAD PO ALAPPUZHA DISTT KERALA,"(8.5241, 76.9366)",8.548973,76.930455
VENKATESHWARA PUBLIC SCHOOL,MAHARASHTRA,CHENNAI,GAT NO 2665 PUNE BANGALORE HIGHWAY A/P PETH TAL-WALWA DIST-SANGLI.,"(13.0825, 80.275)",13.079583,80.178751
BALAJI NATIONAL PUBLIC SCHOOL,KARNATAKA,CHENNAI,"VENKATAIAHNAPALYA,BYCHAPUR POST.OPP TO SERICULTURE QUARTERS, THAGGIKUPPE POST","(13.0825, 80.275)",12.996999,80.223605
MODERN ERA PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,"JHALU ROAD, NEHTAUR, DISTT- BIJNOR(U.P)","(30.345, 78.029)",30.378965,78.058208
GURU AMARDAS PUBLIC SCHOOL,DELHI,DELHI,BLOCK 20 TILAK NAGAR NEW DELHI,"(28.61, 77.23)",28.655764,77.143923
LEVANA PUBLIC SCHOOL,BIHAR,PATNA,"AT- CHAKIYA, VARMADIYA, PO- BARA CHAKIYA, DISTT.- EAST CHAMPARAN","(25.6, 85.1)",25.640227,85.137602
SRI SUKHMANI INTERNATIONAL SCHOOL,PUNJAB,PANCHKULA,10KM ON CHANDIGARH AMBALA NATIONAL HIGHWAY DERA BASSI PATIALA PUNJAB,"(30.74, 76.8)",30.804811,76.852804
KINGS CBSE SCHOOL,TAMILNADU,CHENNAI,"1/383 MAIN ROAD,PUDHUR ACHAMPADU POST,VALLIOOR","(13.0825, 80.275)",13.014778,80.183816
BHARTIYA MODEL SCHOOL,HIMACHAL PRADESH,PANCHKULA,VPO PADHAR (DALAH)MANDI HIMACHAL PRADESH,"(30.74, 76.8)",30.802295,76.857184
"SHRI HARKRISHAN PUBLIC SCHOOL,JHANSA",HARYANA,PANCHKULA,"NEAR RADHA SWAMI SATSANG BHAWAN, JHANSA(KURUKSHETRA)","(30.74, 76.8)",30.727704,76.847453
KENDRIYA VIDYALAYA NO.1,HARYANA,PANCHKULA,AIR FORCE STATION SIRSA HARYANA,"(30.74, 76.8)",30.832877,76.807372
KENDRIYA VIDYALAYA,UTTARAKHAND,DEHRADUN,"NHPC DHARCHULA NIGALPANI, PITHORAGARH UTTARANCHAL","(30.345, 78.029)",30.352879,77.968219
VIDYA NIKETAN,BIHAR,PATNA,"CINEMA ROAD, MANHAR, DISTT-VAISHALI","(25.6, 85.1)",25.513131,85.14421
SHRI AGRASEN PUBLIC SCHOOL,RAJASTHAN,AJMER,AGARWAL COLLEGE CAMPUS AGRA ROAD JAIPUR RAJASTHAN,"(26.4499, 74.6399)",26.45307,74.69724
NANKANA SAHIB SENIOR SECONDARY PUBLIC SCHOOL,PUNJAB,PANCHKULA,VPO KILA RAIPUR DISTT LUDHIANA PUNJAB 141201,"(30.74, 76.8)",30.745798,76.722786
INDRA PRASTH ACADEMY,UTTAR PRADESH,ALLAHABAD,"NEW CHURCH ROAD BABINA CANTT, DISTRICT JHANSI (U.P)","(25.4358, 81.8463)",25.409284,81.765536
ARMY PUBLIC SCHOOL,MADHYA PRADESH,AJMER,3 EME CENTRE BAIRAGARH BHOPAL MADHYA PRADESH,"(26.4499, 74.6399)",26.477169,74.739123
A T L SCHOOL,UTTAR PRADESH,ALLAHABAD,P O BHUPIAMAU PRATAPGARH DISTT UTTAR PRADESH,"(25.4358, 81.8463)",25.364562,81.937245
S K V,DELHI,DELHI,TIKRI KHURD DELHI,"(28.61, 77.23)",28.522105,77.249945
ST. MARY'S ENGLISH MEDIUM SCHOOL,MADHYA PRADESH,AJMER,"ANNAD NAGAR, DISTT BADWANI, MADHYA PRADESH","(26.4499, 74.6399)",26.481951,74.633075
BHAGWAN PARSHURAM PUBLIC SCHOOL,HARYANA,PANCHKULA,PUDRI DISTT KAITHAL HARYANA,"(30.74, 76.8)",30.661296,76.746437
GOVT GIRLS SEC SCHOOL,DELHI,DELHI,WELCOME CLY NEW SEELAM PUR DELHI,"(28.61, 77.23)",28.589734,77.309957
SRI GURU HARKRISHAN PUBLIC SR. SEC. SCHOOL,PUNJAB,PANCHKULA,RASULPUR KALAN,"(30.74, 76.8)",30.817723,76.82651
SUNDARGARH PUBLIC SCHOOL,ODISHA,BHUBANESWAR,AT&PO DT.SUNDARGARH ORISSA,"(20.27, 85.84)",20.216674,85.848186
DELHI PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,DEVRAKH NAINI ALLAHABAD UTTAR PRADESH,"(25.4358, 81.8463)",25.494692,81.86853
JOE MOUNT PUBLIC SCHOOL,KERALA,TRIVANDRUM,"ERUMATHALA P.O.CHUNANGAMVELY, ALUVA,KERALA","(8.5241, 76.9366)",8.428688,76.954962
BAL BHARTI INTERNATIONAL PUBLIC SCHOOL,HARYANA,PANCHKULA,"BIGHAR ROAD, FATEHABAD,","(30.74, 76.8)",30.825926,76.839891
GOVT HIGHER SEC SCHOOL,CHATTISGARH,BHUBANESWAR,DHARAMJAIGARH DHARAMJAIGARH CHHATTISGARH,"(20.27, 85.84)",20.210078,85.886906
S D HARI MANDIR GIRLS  SR SEC SCHOOL,DELHI,DELHI,JHANDEWALAN MARG NABI KARIM NEW DELHI,"(28.61, 77.23)",28.65941,77.225677
VALLEY OF FLOWERS SCHOOL,UTTARAKHAND,DEHRADUN,"BHAGWANTPUR ROAD, MAHUAHKERA, JASPUR, UDAM SINGH NAGAR,","(30.345, 78.029)",30.434392,77.945579
NATCO SCHOOL OF LEARNING,ANDHRA PRADESH,CHENNAI,"GOLLAMUDIPADU VILLAGE, PONNUR MANDAL, GUNTUR DISTRICT 522212","(13.0825, 80.275)",12.986891,80.322146
KALAIMAGAL VIDYALAYA HIGH SCHOOL,TAMILNADU,CHENNAI,180 S N CHOTTY STREET ROYA PURAM MADRAS TAMIL NADU,"(13.0825, 80.275)",13.047592,80.275
DNYANESHWAR INTERNATIONAL SCHOOL,MAHARASHTRA,CHENNAI,"BHANASHIWRA,NEWASA PHATA","(13.0825, 80.275)",13.020539,80.194017
CENTRAL PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,ZAMARIA KASBA GAZIPUR UTTAR PRADESH,"(25.4358, 81.8463)",25.399114,81.746733
SUNSHINE INTERNATIONAL SCHOOL,FOREIGN SCHOOLS,DELHI,"P.O.BOX.4035,RAKAH,K.S.A","(28.61, 77.23)",28.634222,77.136513
ST. FRANCIS ACADEMY,WEST BENGAL,BHUBANESWAR,VILL. AND P.O. -MADARIHAT DISTT JALPAIGURI PIN- 735220,"(20.27, 85.84)",20.173067,85.820969
GREEN VIEW PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"JALAPUR, SANT RAVIDAS NAGAR","(25.4358, 81.8463)",25.427618,81.940018
GOVT. GIRLS SR. SEC. SCHOOL,DELHI,DELHI,"THEKHAND, NEW DELHI","(28.61, 77.23)",28.646495,77.135623
ADWAITA MISSION PUBLIC SCHOOL,KERALA,TRIVANDRUM,PUTHUKODE,"(8.5241, 76.9366)",8.515432,77.020058
AMBIENCE PUBLIC SCHOOL,DELHI,DELHI,A-1 SAFDARJUNG ENCLAVE (BEHIND KAMAL CINEMA) NEW DELHI,"(28.61, 77.23)",28.709332,77.194547
ACHIVERS HOME PUBLIC SCHOOL,UTTARAKHAND,DEHRADUN,VILLAGE JAGJEETPUR POST KANKHAL DISTT HARIDWAR,"(30.345, 78.029)",30.397834,78.059483
HAZARI SINGH MEMORIAL (HSM) INTERNATIONAL PUBLIC SCHOOL,HARYANA,PANCHKULA,"VILL. PATHRI, TEH-ISRANA, DIST. PANIPAT","(30.74, 76.8)",30.758483,76.882525
PRAKASH SR SEC SCHOOL,GUJARAT,AJMER,NEAR SANDESH PRESS BODAKDEV  AHMEDABAD GUJARAT,"(26.4499, 74.6399)",26.384468,74.589758
GOVT SARVODAYA GIRLS SR SEC,DELHI,DELHI,SCHOOL NO.1 SHAKARPUR DELHI,"(28.61, 77.23)",28.603343,77.138375
AVMD INSTITUTE,UTTAR PRADESH,ALLAHABAD,"277 SAWAI-BHAWAI ROAD,VILLEGE-SAWAI TEHSIL-ETMADPUR,AGRA","(25.4358, 81.8463)",25.383572,81.805045
HOLY ANGELS SMART SCHOOL,PUNJAB,PANCHKULA,V.P.O LALRU MANDI,"(30.74, 76.8)",30.768925,76.859378
URSULINE PUBLIC SCHOOL,KERALA,TRIVANDRUM,KANHIRADUKAM P.O. ANANDASHRAM (VIA),"(8.5241, 76.9366)",8.552618,77.031523
"TOPPERS ACADEMY, SANCHORE",RAJASTHAN,AJMER,"MOTI NAGAR, BADSAM ROAD, SANCHORE","(26.4499, 74.6399)",26.441912,74.67415
ADITYA BIRLA PUBLIC SCHOOL UAIL CAMPUS,ODISHA,BHUBANESWAR,"DORAGUDA PO-KUCHEIPADAR,  RAYAGADA","(20.27, 85.84)",20.255419,85.887553
ARYA MAHILA NAGARMAL MURARKA MODEL SCHOOL,UTTAR PRADESH,ALLAHABAD,LAHURAVIR VARANASI UTTAR PRADESH,"(25.4358, 81.8463)",25.36004,81.799678
PIONEERS SCHOOL,TELANGANA,CHENNAI,"3-37/1, CHINTALAPALLY VILLAGE, SANGAREDDY MANDAL","(13.0825, 80.275)",13.179654,80.19408
SHREE KRISHAN SENIOR SECONDARY SCHOOL BHUNGARKA,HARYANA,PANCHKULA,VPO-BHUNGARKA,"(30.74, 76.8)",30.737274,76.724297
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,BHUBANESWAR,"DEV KHARGAON, BLOCK & DISTT. KONDAGAON, CHHATTISGARH","(20.27, 85.84)",20.349856,85.898033
GOVT BOYS SR SEC SCHOOL,DELHI,DELHI,TIKRI KALAN DELHI,"(28.61, 77.23)",28.691252,77.157444
CAPITAL PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"JANKIPURAM GARDEN, SECTOR-J, JANKIPURAM, MADIYAN","(25.4358, 81.8463)",25.470559,81.913385
N P CO-ED SR SEC SCHOOL,DELHI,DELHI,MOTI BAGH-I NEW DELHI,"(28.61, 77.23)",28.524814,77.252611
RAINBOW PUBLIC SCHOOL,ANDHRA PRADESH,CHENNAI,"48-62, PAPAIAH YADAV NAGAR, BEHIND IDPL CLY, CHINTAL, HYDERABAD-500037.","(13.0825, 80.275)",13.006438,80.299602
KENDRIYA VIDYALAYA,ASSAM,GUWAHATI,GC CRPF KHATKHATI DT- KARBI ANGLONG ASSAM,"(26.1722, 91.7458)",26.073012,91.836467
YASHSHREE ACADEMY,MAHARASHTRA,CHENNAI,"SCHOOL: BABAESTATE,VILLAGE DHANGARWADI,AHMEDNAGAR-AURANGABAD ROAD,AHMEDNAGAR.","(13.0825, 80.275)",13.164544,80.191971
THE INDIAN INTERNATIONAL SCHOOL,FOREIGN SCHOOLS,DELHI,"P.O. BOX 106, DUBAI, UAE","(28.61, 77.23)",28.550252,77.19786
M.M.INTERNATIONAL SCHOOL,HARYANA,PANCHKULA,"M.M.EDUCATIONAL COMPLEX MULLANA., AMBALA","(30.74, 76.8)",30.682023,76.7976
QUEEN MARY'S SCHOOL,DELHI,DELHI,"SECTOR 25 ROHINI, DISTT NORTH WEST DELHI, DELHI","(28.61, 77.23)",28.68132,77.177351
KENDRIYA VIDYALAYA,UTTARAKHAND,DEHRADUN,RAIWALA DEHRADUN UTTARANCHAL,"(30.345, 78.029)",30.382227,78.076757
KENDRIYA VIDYALAYA,ARUNACHAL PRADESH,GUWAHATI,TEZU DT- LOHIT ARUNACHAL PRADESH,"(26.1722, 91.7458)",26.249258,91.755591
MOTHERS PRIDE INTERNATIONAL SENIOR SECONDARY ANGLO PUBLIC SCHOOL,BIHAR,PATNA,"PS- MUFFASIL, HARDIA, BEGUSARAI, BIHAR","(25.6, 85.1)",25.507104,85.197274
GOVIND VIDYALAYA,JHARKHAND,PATNA,AT TAMULIA P.O. MANGO JAMSHEDPUR JHARKHAND,"(25.6, 85.1)",25.646576,85.147559
SRI VENKATESWARA VIDHYALAYA,TAMILNADU,CHENNAI,"R-80, AMBATTUR PHASE I & II TNHB","(13.0825, 80.275)",12.995023,80.289897
AKAL ACADEMY,PUNJAB,PANCHKULA,MANDER PO KULRIAN TEH BUDHLADA DISTT MANSA PUNJAB,"(30.74, 76.8)",30.745429,76.83614
JAWAHAR NAVODAYA VIDYALAYA,MADHYA PRADESH,AJMER,JAIDA DISTT SHEOPUR MADHYA PRADESH,"(26.4499, 74.6399)",26.43131,74.697404
EMMANUEL MISSION SR. SEC. SCHOOL,RAJASTHAN,AJMER,"INDIAN COLONY, JAISALMER, RAJASTHAN","(26.4499, 74.6399)",26.441797,74.551093
HAYAGRIVA VIDHYASHRAM SCHOOL,TAMILNADU,CHENNAI,"#3, CAR STREET SRIPERUMPUDUR, KANCHIPURAM, TAMIL NADU","(13.0825, 80.275)",13.139531,80.327941
RESONANCE PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,"BUDHANA ROAD, BADAUT, BAGHPAT","(30.345, 78.029)",30.348865,77.997434
PURANCHANDRA VIDYANIKETAN,UTTAR PRADESH,ALLAHABAD,HEMANT VIHAR  BARRA KANPUR UTTAR PRADESH,"(25.4358, 81.8463)",25.388228,81.791706
M D N PUBLIC SCHOOL,HARYANA,PANCHKULA,NORTHERN BYE PASS ROHTAK HARYANA,"(30.74, 76.8)",30.795735,76.734021
KENDRIYA VIDYALAYA NO.2,JHARKHAND,PATNA,"BEHIND POLICE STATION, JAGJIWAN NAGAR DHANBAD, JHARKHAND","(25.6, 85.1)",25.62889,85.096905
R J S INTERNATIONAL SCHOOL,BIHAR,PATNA,BUDHIST CIRCUIT BODH GAYA RAJGIR MAIN ROAD WAZIRGANJ GAYA BIHAR,"(25.6, 85.1)",25.661026,85.014702
GAURS INTERNATIONAL  SCHOOL,UTTAR PRADESH,DEHRADUN,"GAUR CITY-II, PLOT NO.-GH 03,SECTOR-16C","(30.345, 78.029)",30.277145,78.103977
GREEN VALLEY PUBLIC SCHOOL,PUNJAB,PANCHKULA,VPO BADHNI KALAN TEHSIL NIHAL SINGH WALA,"(30.74, 76.8)",30.647336,76.764478
FAZLANI INTERNATIONAL SCHOOL,MAHARASHTRA,CHENNAI,"SOEX COMPLEX, TAKWE (BK), TALUKA MAVAL DIST. PUNE","(13.0825, 80.275)",12.985814,80.363342
OM LANDMARK SCHOOL,GUJARAT,AJMER,MOTACHILODA  GANDHINAGAR,"(26.4499, 74.6399)",26.376044,74.670051
SWAMI ANAND MURTI UMA BHARTI PUB SCH,UTTARAKHAND,DEHRADUN,HARDWAR RISHIKESH ROAD HARIDWAR UTTARANCHAL,"(30.345, 78.029)",30.315584,77.952244
JAWAHAR NAVODAYA VIDYALAYA,RAJASTHAN,AJMER,MAHIYANWALI SRIGANGANAGAR DISTT RAJASTHAN,"(26.4499, 74.6399)",26.501588,74.629124
ARMY GOODWILL PUBLIC SCHOOL,JAMMU & KASHMIR,PANCHKULA,RAJOURI J & K,"(30.74, 76.8)",30.807197,76.885577
GOVT HIGH SCHOOL,CHANDIGARH,PANCHKULA,SECT-19D CHANDIGARH,"(30.74, 76.8)",30.673319,76.715538
GREEN VALLEY ENGLISH SCHOOL,UTTAR PRADESH,ALLAHABAD,"KHUSHAHAL NAGAR, SECTOR-A, BADALALPUR, POST-LAMAHI, VARANASI","(25.4358, 81.8463)",25.414338,81.864308
JOHNSON GRAMMAR SCHOOL,TELANGANA,CHENNAI,"NACHARAM, RANGAREDDY DIST, ANDRA PRADESH.","(13.0825, 80.275)",12.997741,80.237117
GOVT COED SR SEC SCHOOL,DELHI,DELHI,B-3 PASCHIM VIHAR NEW DELHI,"(28.61, 77.23)",28.57042,77.143678
VANI VIDYALAYA,TAMILNADU,CHENNAI,NO 12 VEMBULIAMMAN KOIL STREET WEST K K NAGAR CHENNAI TAMIL NADU,"(13.0825, 80.275)",13.093507,80.198149
JAWAHAR NAVODAYA VIDYALAYA,JAMMU & KASHMIR,PANCHKULA,N U D  P W D RENTAL HOUSING COLONY SAMBA DISTT JAMMU JAMMU & KASHMIR,"(30.74, 76.8)",30.666296,76.890443
SILVER OAKS HIGH SCHOOL,ANDHRA PRADESH,CHENNAI,"BACHUPALLY QUTHBULLAPUR MANDOL, RANGA REDDY DISTT. HYDERABAD ANDHRA PRADESH","(13.0825, 80.275)",13.099119,80.344053
DISHA DELPHI PUBLIC SCHOOL,RAJASTHAN,AJMER,"SECT-A, R K PURAM, LADPURA, KOTA","(26.4499, 74.6399)",26.493176,74.616036
CHANDRAWATI PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,BUGRASI ROAD SIYANA BULANDSHEHAR UTTAR PRADESH,"(30.345, 78.029)",30.343453,78.041899
"SRI TARALBALU SCHOOL, HIREKERUR.",KARNATAKA,CHENNAI,"SHANTIDHAMA HIREKERUR, HAVERI (DIST).","(13.0825, 80.275)",13.034339,80.268896
KHALSA MODEL SR SEC SCHOOL,WEST BENGAL,BHUBANESWAR,135 B T ROAD DUNLOP BRIDGE CALCUTTA WEST BENGAL,"(20.27, 85.84)",20.297221,85.872619
S.D.B. PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,"4TH K.M. STONE, CHANDAUSI ROAD, BISAULI-202520 (BUDAUN)","(30.345, 78.029)",30.293813,78.047329
M I A DAV PUBLIC SCHOOL,HIMACHAL PRADESH,PANCHKULA,INDUSTRIAL AREA MEHATPUR DISTT UNA HIMACHAL PRADESH,"(30.74, 76.8)",30.785874,76.709706
GURU DRONACHARYA INTERNAL SCHOOL,HARYANA,PANCHKULA,SISWAL ROAD MANDI ADAMPUR,"(30.74, 76.8)",30.685502,76.80304
NACHIKETA HIGHER SECONDARY SCHOOL VIJAY NAGAR,MADHYA PRADESH,AJMER,J.D.A SCHEME NO.5 KACHNAR CITY ROAD VIJAY NAGAR JABALPUR(M.P.),"(26.4499, 74.6399)",26.45219,74.576522
GLOBAL  RISHI VALLEY,CHATTISGARH,BHUBANESWAR,OLD DHAMATRI ROAD SEJBHAR RAIPUR,"(20.27, 85.84)",20.326445,85.828922
ST. PAUL'S SCHOOL,RAJASTHAN,AJMER,POST BOX 58 BEAWAR MEWARI GATE DISTT AJMER RAJASTHAN,"(26.4499, 74.6399)",26.399525,74.612457
B F M RESIDENTIAL ENGLISH MEDIUM SCHOOL,KERALA,TRIVANDRUM,PARASUVARIKAL NEYYATTINKARA THIRUVANANTHAPURAM DISTT KERALA,"(8.5241, 76.9366)",8.566201,76.947289
J. V. PATIL INTERNATIONAL SCHOOL,MAHARASHTRA,CHENNAI,"SAIVIDYANAGRI , PUNE NASHIK HIGHWAY, OPP. INDIAN OIL PETROL PUMP","(13.0825, 80.275)",13.104614,80.286562
CHRIST ACADEMY (CBSE) SCHOOL,KARNATAKA,CHENNAI,"HULLAHALLI, BEGUR - KOPPA ROAD, SAKKALWARA POST","(13.0825, 80.275)",13.052779,80.246993
GLOBAL PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,VILLAGE & POST PHUGANA,"(30.345, 78.029)",30.271111,78.094093
D.A.V. PUBLIC SCHOOL,DELHI,DELHI,"PLOT NO.3, POCKET-6, JASOLA VIHAR","(28.61, 77.23)",28.581081,77.132295
SHIVAM VIDYA MANDIR,BIHAR,PATNA,PATUT BIKRAM PATNA,"(25.6, 85.1)",25.56646,85.197684
INDIAN HERITAGE SCHOOL,JHARKHAND,PATNA,"MITRA GARDEN ROHINI ROAD JASIDIH,DEOGHAR, JHARKHAND","(25.6, 85.1)",25.563036,85.119348
SPRING WOOD SCHOOL,MADHYA PRADESH,AJMER,BEHIND IND AREA SCHEME NO 36 NEEMUCH MADHYA PRADESH,"(26.4499, 74.6399)",26.467068,74.586345
APPLE INTERNATIONAL SCHOOL,PUNJAB,PANCHKULA,CHANNU,"(30.74, 76.8)",30.81122,76.856984
THANVEER CENTRAL SCHOOL,KERALA,TRIVANDRUM,"KRISHNA PURAM OACHIRA KARTHI KAPPALY, DISTT IDUKKI, KERALA","(8.5241, 76.9366)",8.453219,76.860018
"PARADISE ACADEMY (SENIOR SECONDARY), WAZID KE KHURD (BARNALA)",PUNJAB,PANCHKULA,"HAMIDI-AMLA SINGH WALA ROAD,","(30.74, 76.8)",30.652987,76.712919
KENDRIYA VIDYALAYA,PUNJAB,PANCHKULA,"PHASE-3 B1, SECT-60, NEAR SACHA DHAN GURUDWARA, S.A.S. NAGAR, MOHALI, PUNJAB","(30.74, 76.8)",30.780258,76.860924
"JAI PRAKASH NARAYAN SARVODAYA VIDYALAYA,",UTTAR PRADESH,ALLAHABAD,"NEAR KOSI BRIDGE RAMPUR DISTT. RAMPUR, UP- 244901","(25.4358, 81.8463)",25.451401,81.942227
CHINMAYA VIDYALAYA,KERALA,TRIVANDRUM,CHENGANNUR P O THITTAMEL ALPUZHA DISTRICT KERALA,"(8.5241, 76.9366)",8.496389,76.934322
KENDRIYA VIDYALAYA,MAHARASHTRA,CHENNAI,B CAMP MANKHURD MUMBAI MAHARASHTRA,"(13.0825, 80.275)",13.160822,80.239797
GOVT. HR SEC SCHOOL,ARUNACHAL PRADESH,GUWAHATI,YOMCHA DT- WEST SIANG ARUNACHAL PRADESH,"(26.1722, 91.7458)",26.25949,91.819284
D A V PUBLIC SCHOOL,HARYANA,PANCHKULA,PROFESSOR COLONY EXTENSION YAMUNA NAGAR HARYANA,"(30.74, 76.8)",30.647531,76.817605
GOVT. BOYS SEC. SCH.,DELHI,DELHI,"NEAR WATER TANK, G. T. ROAD, SHADHARA, DELHI","(28.61, 77.23)",28.696551,77.209187
BHAI JOGA SINGH PUBLIC SCHOOL,DELHI,DELHI,"D 4 FAIZ ROAD KAROL BAGH, DISTT CENTRAL DELHI, NEW DELHI","(28.61, 77.23)",28.574958,77.137424
ARYAVARTT PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,VILLAGE PALLA POST- DADRI DISTRCIT- GAUTAMBUDH NAGAR,"(30.345, 78.029)",30.424615,78.018895
BHEL SECONDARY SCHOOL,MAHARASHTRA,CHENNAI,TPS COLONY PARLI BEED,"(13.0825, 80.275)",13.134898,80.290327
